aliquot_barcode,participant_id,library_size,selected
TCGA-86-8281-01A-11R-2287-07,TCGA-86-8281,60982746,TRUE
TCGA-86-8585-01A-11R-2403-07,TCGA-86-8585,32154495,TRUE
TCGA-86-8668-01A-11R-2403-07,TCGA-86-8668,28921504,TRUE
TCGA-86-8669-01A-11R-2403-07,TCGA-86-8669,33645680,TRUE
TCGA-86-8671-01A-11R-2403-07,TCGA-86-8671,39813396,TRUE
TCGA-86-8672-01A-21R-2403-07,TCGA-86-8672,30195578,TRUE
TCGA-86-8673-01A-11R-2403-07,TCGA-86-8673,35518792,TRUE
TCGA-86-A4D0-01A-11R-A24H-07,TCGA-86-A4D0,46659058,TRUE
TCGA-86-A4P7-01A-11R-A24X-07,TCGA-86-A4P7,45020230,TRUE
TCGA-86-A4P8-01A-11R-A24X-07,TCGA-86-A4P8,47777321,TRUE
TCGA-91-6829-01A-21R-1858-07,TCGA-91-6829,39010072,TRUE
TCGA-91-6830-01A-11R-1949-07,TCGA-91-6830,26938848,TRUE
TCGA-91-6831-01A-11R-1858-07,TCGA-91-6831,31948860,TRUE
TCGA-91-6835-01A-11R-1858-07,TCGA-91-6835,42841858,TRUE
TCGA-91-6840-01A-11R-1949-07,TCGA-91-6840,26467925,TRUE
TCGA-91-6847-01A-11R-1949-07,TCGA-91-6847,58003569,TRUE
TCGA-91-6848-01A-11R-1949-07,TCGA-91-6848,26844382,TRUE
TCGA-91-6849-01A-11R-1949-07,TCGA-91-6849,24263021,TRUE
TCGA-91-7771-01A-11R-2170-07,TCGA-91-7771,39929652,TRUE
TCGA-91-8496-01A-11R-2403-07,TCGA-91-8496,32280609,TRUE
TCGA-91-8497-01A-11R-2403-07,TCGA-91-8497,32921817,TRUE
TCGA-91-8499-01A-11R-2403-07,TCGA-91-8499,31675012,TRUE
TCGA-91-A4BC-01A-11R-A24H-07,TCGA-91-A4BC,37712946,TRUE
TCGA-91-A4BD-01A-11R-A24H-07,TCGA-91-A4BD,29993739,TRUE
TCGA-93-7347-01A-11R-2187-07,TCGA-93-7347,57875149,TRUE
TCGA-93-7348-01A-21R-2039-07,TCGA-93-7348,37777874,TRUE
TCGA-93-A4JN-01A-11R-A24X-07,TCGA-93-A4JN,49627796,TRUE
TCGA-93-A4JP-01A-11R-A24X-07,TCGA-93-A4JP,52086423,TRUE
TCGA-93-A4JQ-01A-11R-A24X-07,TCGA-93-A4JQ,51203481,TRUE
TCGA-95-7043-01A-11R-1949-07,TCGA-95-7043,27592011,TRUE
TCGA-95-7562-01A-11R-2241-07,TCGA-95-7562,65072140,TRUE
TCGA-95-7944-01A-11R-2187-07,TCGA-95-7944,63699161,TRUE
TCGA-95-7947-01A-11R-2187-07,TCGA-95-7947,59775286,TRUE
TCGA-95-7948-01A-11R-2187-07,TCGA-95-7948,62265135,TRUE
TCGA-95-8039-01A-11R-2241-07,TCGA-95-8039,72156359,TRUE
TCGA-95-8494-01A-11R-2326-07,TCGA-95-8494,31514651,TRUE
TCGA-95-A4VK-01A-11R-A262-07,TCGA-95-A4VK,43382554,TRUE
TCGA-97-7546-01A-11R-2039-07,TCGA-97-7546,45168893,TRUE
TCGA-97-7547-01A-11R-2039-07,TCGA-97-7547,55638147,TRUE
TCGA-97-7552-01A-11R-2039-07,TCGA-97-7552,50186786,TRUE
TCGA-97-7553-01A-21R-2039-07,TCGA-97-7553,50929009,TRUE
TCGA-97-7937-01A-11R-2170-07,TCGA-97-7937,53125800,TRUE
TCGA-97-7938-01A-11R-2170-07,TCGA-97-7938,35511816,TRUE
TCGA-97-8171-01A-11R-2287-07,TCGA-97-8171,82509837,TRUE
TCGA-97-8172-01A-11R-2287-07,TCGA-97-8172,80510100,TRUE
TCGA-97-8174-01A-11R-2287-07,TCGA-97-8174,86576281,TRUE
TCGA-97-8175-01A-11R-2287-07,TCGA-97-8175,63381042,TRUE
TCGA-97-8177-01A-11R-2287-07,TCGA-97-8177,67880303,TRUE
TCGA-97-8547-01A-11R-2403-07,TCGA-97-8547,29538070,TRUE
TCGA-97-8552-01A-11R-2403-07,TCGA-97-8552,37392357,TRUE
TCGA-97-A4LX-01A-11R-A24X-07,TCGA-97-A4LX,48262941,TRUE
TCGA-97-A4M0-01A-11R-A24X-07,TCGA-97-A4M0,47707697,TRUE
TCGA-97-A4M1-01A-11R-A24X-07,TCGA-97-A4M1,45286269,TRUE
TCGA-97-A4M3-01A-11R-A24X-07,TCGA-97-A4M3,45455295,TRUE
TCGA-97-A4M5-01A-11R-A24X-07,TCGA-97-A4M5,52078673,TRUE
TCGA-97-A4M6-01A-11R-A24X-07,TCGA-97-A4M6,43762765,TRUE
TCGA-97-A4M7-01A-11R-A24X-07,TCGA-97-A4M7,52845308,TRUE
TCGA-99-7458-01A-11R-2039-07,TCGA-99-7458,63839307,TRUE
TCGA-99-8028-01A-11R-2241-07,TCGA-99-8028,58697024,TRUE
TCGA-99-8032-01A-11R-2241-07,TCGA-99-8032,62508319,TRUE
TCGA-99-8033-01A-11R-2241-07,TCGA-99-8033,72954783,TRUE
TCGA-99-AA5R-01A-11R-A39D-07,TCGA-99-AA5R,42357256,TRUE
TCGA-J2-8192-01A-11R-2241-07,TCGA-J2-8192,78580814,TRUE
TCGA-J2-8194-01A-11R-2241-07,TCGA-J2-8194,64594010,TRUE
TCGA-J2-A4AD-01A-11R-A24H-07,TCGA-J2-A4AD,52572872,TRUE
TCGA-J2-A4AE-01A-21R-A24H-07,TCGA-J2-A4AE,38837889,TRUE
TCGA-L4-A4E5-01A-11R-A24X-07,TCGA-L4-A4E5,46690615,TRUE
TCGA-L4-A4E6-01A-11R-A24H-07,TCGA-L4-A4E6,43504837,TRUE
TCGA-L9-A444-01A-21R-A24H-07,TCGA-L9-A444,34132414,TRUE
TCGA-L9-A50W-01A-12R-A39D-07,TCGA-L9-A50W,56052934,TRUE
TCGA-L9-A5IP-01A-21R-A39D-07,TCGA-L9-A5IP,51958729,TRUE
TCGA-L9-A743-01A-43R-A39D-07,TCGA-L9-A743,46964759,TRUE
TCGA-L9-A7SV-01A-11R-A39D-07,TCGA-L9-A7SV,55979883,TRUE
TCGA-L9-A8F4-01A-11R-A39D-07,TCGA-L9-A8F4,53225666,TRUE
TCGA-MN-A4N1-01A-11R-A24X-07,TCGA-MN-A4N1,50957760,TRUE
TCGA-MN-A4N4-01A-12R-A24X-07,TCGA-MN-A4N4,46062187,TRUE
TCGA-MN-A4N5-01A-11R-A24X-07,TCGA-MN-A4N5,54194584,TRUE
TCGA-MP-A4SV-01A-11R-A24X-07,TCGA-MP-A4SV,46448795,TRUE
TCGA-MP-A4SW-01A-21R-A24X-07,TCGA-MP-A4SW,49242565,TRUE
TCGA-MP-A4T6-01A-32R-A262-07,TCGA-MP-A4T6,55079022,TRUE
TCGA-MP-A4T9-01A-11R-A24X-07,TCGA-MP-A4T9,48486987,TRUE
TCGA-MP-A4TA-01A-21R-A24X-07,TCGA-MP-A4TA,49678437,TRUE
TCGA-MP-A4TC-01A-11R-A24X-07,TCGA-MP-A4TC,46586925,TRUE
TCGA-MP-A4TD-01A-32R-A262-07,TCGA-MP-A4TD,46438482,TRUE
TCGA-MP-A4TE-01A-22R-A466-07,TCGA-MP-A4TE,52832107,TRUE
TCGA-MP-A4TF-01A-11R-A262-07,TCGA-MP-A4TF,29691458,TRUE
TCGA-MP-A4TH-01A-31R-A262-07,TCGA-MP-A4TH,49160338,TRUE
TCGA-MP-A4TK-01A-11R-A24X-07,TCGA-MP-A4TK,46625891,TRUE
TCGA-MP-A5C7-01A-11R-A262-07,TCGA-MP-A5C7,58249143,TRUE
TCGA-NJ-A4YF-01A-12R-A262-07,TCGA-NJ-A4YF,37940247,TRUE
TCGA-NJ-A4YI-01A-11R-A262-07,TCGA-NJ-A4YI,31352331,TRUE
TCGA-NJ-A4YQ-01A-11R-A262-07,TCGA-NJ-A4YQ,36671821,TRUE
TCGA-NJ-A55A-01A-11R-A262-07,TCGA-NJ-A55A,22240434,TRUE
TCGA-NJ-A55O-01A-11R-A262-07,TCGA-NJ-A55O,39619737,TRUE
TCGA-NJ-A7XG-01A-12R-A39D-07,TCGA-NJ-A7XG,49290082,TRUE
TCGA-O1-A52J-01A-11R-A262-07,TCGA-O1-A52J,45840816,TRUE
TCGA-S2-AA1A-01A-12R-A39D-07,TCGA-S2-AA1A,37582696,TRUE
